local,pin,area,district,state
Binaura B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Birdha B.O,284403,NA,Lalitpur,UTTAR PRADESH
Birguwan B.O,284121,Jhansi,Jhansi,UTTAR PRADESH
Chamrauwa B.O,284120,Jhansi,Jhansi,UTTAR PRADESH
Chanaoni B.O,284401,Jhansi,Jhansi,UTTAR PRADESH
Dhanaura B.O,284202,Garautha,Jhansi,UTTAR PRADESH
Dhanaura B.O,285001,NA,Jalaun,UTTAR PRADESH
Dongra Kalan B.O,284406,Mahroni,Lalitpur,UTTAR PRADESH
Dongra Khurd B.O,284406,Mahroni,Lalitpur,UTTAR PRADESH
Garholi Kalan B.O,284404,Mahroni,Lalitpur,UTTAR PRADESH
Garrehi B.O,285203,Kalpi,Jalaun,UTTAR PRADESH
Ghisauli B.O,284401,Jhansi,Jhansi,UTTAR PRADESH
Guraoti B.O,285205,Konch,Jalaun,UTTAR PRADESH
Gursarai S.O,284202,Garautha,Jhansi,UTTAR PRADESH
Hadrukh S.O,285128,Jalaun,Jalaun,UTTAR PRADESH
Harchandpur B.O,285203,Kalpi,Jalaun,UTTAR PRADESH
Iskil B.O,284302,Mauranipur,Jhansi,UTTAR PRADESH
Jamuniya B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Jhansi City S.O,284002,Jhansi,Jhansi,UTTAR PRADESH
Kakwara B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Kanasi B.O,285205,Konch,Jalaun,UTTAR PRADESH
Keolari B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Khandi B.O,284126,Talbehat,Lalitpur,UTTAR PRADESH
Khitwans B.O,284405,NA,Lalitpur,UTTAR PRADESH
Kurkuru B.O,285223,Konch,Jalaun,UTTAR PRADESH
Mahroni S.O,284405,NA,Lalitpur,UTTAR PRADESH
Majeeth B.O,285129,Madhogarh,Jalaun,UTTAR PRADESH
Matatila S.O,284136,Lalitpur,Lalitpur,UTTAR PRADESH
Mawai Ahir B.O,285203,Kalpi,Jalaun,UTTAR PRADESH
Mohana B.O,285122,Orai,Jalaun,UTTAR PRADESH
Moti Katra B.O,284203,Garautha,Jhansi,UTTAR PRADESH
Nadai B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Nahili B.O,285125,Madhogarh,Jalaun,UTTAR PRADESH
Nainwara B.O,284405,Mahroni,Lalitpur,UTTAR PRADESH
Nari B.O,284306,Moth,Jhansi,UTTAR PRADESH
Nauta B.O,284202,Garautha,Jhansi,UTTAR PRADESH
Ninaoli B.O,285127,Madhogarh,Jalaun,UTTAR PRADESH
Pachokhara B.O,285127,Madhogarh,Jalaun,UTTAR PRADESH
Pawa B.O,284126,Talbehat,Lalitpur,UTTAR PRADESH
Rirua B.O,285202,Kalpi,Jalaun,UTTAR PRADESH
Rudrapura B.O,285127,Madhogarh,Jalaun,UTTAR PRADESH
Rupa Dhamna B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Saidpur B.O,284404,Mahroni,Lalitpur,UTTAR PRADESH
Sainyargate B.O,284002,Jhansi,Jhansi,UTTAR PRADESH
Sakin B.O,284304,Moth,Jhansi,UTTAR PRADESH
Sarsela B.O,285202,Kalpi,Jalaun,UTTAR PRADESH
Semri B.O,284303,Moth,Jhansi,UTTAR PRADESH
Shahjadpura B.O,285001,Orai,Jalaun,UTTAR PRADESH
Sheikhpur Buzurg B.O,285128,Jalaun,Jalaun,UTTAR PRADESH
Sikri Raja B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Simhara Kasimpur B.O,285130,Madhogarh,Jalaun,UTTAR PRADESH
Sonrai B.O,284404,Mahroni,Lalitpur,UTTAR PRADESH
Tehrauli B.O,284202,NA,Jhansi,UTTAR PRADESH
Tori Fatehpur S.O,284206,Mauranipur,Jhansi,UTTAR PRADESH
Aeir B.O,285001,Orai,Jalaun,UTTAR PRADESH
Aindha B.O,285223,Konch,Jalaun,UTTAR PRADESH
Ajeetapur B.O,285129,Madhogarh,Jalaun,UTTAR PRADESH
Akseo B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Aurekhi B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Baarod B.O,284403,NA,Lalitpur,UTTAR PRADESH
Babina B.O,285203,Kalpi,Jalaun,UTTAR PRADESH
Babina Cantt. S.O,284401,Jhansi,Jhansi,UTTAR PRADESH
Bagi B.O,285203,Kalpi,Jalaun,UTTAR PRADESH
Bamaur B.O,284202,Garautha,Jhansi,UTTAR PRADESH
Bamhori Madawra B.O,284404,NA,Lalitpur,UTTAR PRADESH
Banka Pahari B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Baral B.O,284301,NA,Jhansi,UTTAR PRADESH
Barhwar B.O,284206,NA,Jhansi,UTTAR PRADESH
Baroda Kalan B.O,285205,Konch,Jalaun,UTTAR PRADESH
Basatguwan B.O,284122,Lalitpur,Lalitpur,UTTAR PRADESH
Bhailoni Lodh B.O,284123,Lalitpur,Lalitpur,UTTAR PRADESH
Bhaoni B.O,284123,Lalitpur,Lalitpur,UTTAR PRADESH
Bharosa B.O,284303,Moth,Jhansi,UTTAR PRADESH
Bijna B.O,284206,Mauranipur,Jhansi,UTTAR PRADESH
Bilati Karke B.O,284302,Maruanipur,Jhansi,UTTAR PRADESH
Billa B.O,284402,Mehroni,Lalitpur,UTTAR PRADESH
Birasni B.O,285201,Konch,Jalaun,UTTAR PRADESH
Birguwan Khurd B.O,285201,Konch,Jalaun,UTTAR PRADESH
Chelra B.O,284303,Moth,Jhansi,UTTAR PRADESH
Chhiriya Salempur B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Chhonk B.O,285202,Kalpi,Jalaun,UTTAR PRADESH
Chiglauwa B.O,284123,Lalitpur,Lalitpur,UTTAR PRADESH
Churkhi B.O,285001,Jalaun,Jalaun,UTTAR PRADESH
Dakore S.O,285122,Orai,Jalaun,UTTAR PRADESH
Gadiya B.O,284122,Lalitpur,Lalitpur,UTTAR PRADESH
Gadyana B.O,284122,Lalitpur,Lalitpur,UTTAR PRADESH
Gaindoli B.O,285206,Konch,Jalaun,UTTAR PRADESH
Ghat Kotra B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Ghurat B.O,284205,Mauranipur,Jhansi,UTTAR PRADESH
Girar B.O,284404,Mahroni,Lalitpur,UTTAR PRADESH
Hasarkalan B.O,284126,NA,Lalitpur,UTTAR PRADESH
Jagnewa B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Jakha B.O,285130,Madhogarh,Jalaun,UTTAR PRADESH
Jonri Buzurg B.O,284121,Jhansi,Jhansi,UTTAR PRADESH
Jugrajpura B.O,285121,Jalaun,Jalaun,UTTAR PRADESH
Kachneo B.O,284205,Mauranipur,Jhansi,UTTAR PRADESH
Kailiya B.O,285001,Konch,Jalaun,UTTAR PRADESH
Kailwara B.O,284501,Lalitpur,Lalitpur,UTTAR PRADESH
Karkos B.O,284303,Moth,Jhansi,UTTAR PRADESH
Khisni Buzurg B.O,284205,Mauranipur,Jhansi,UTTAR PRADESH
Kishunpura B.O,285205,Konch,Jalaun,UTTAR PRADESH
Kotra S.O (Jalaun),285223,Konch,Jalaun,UTTAR PRADESH
Kudri B.O,284302,Mauranipur,Jhansi,UTTAR PRADESH
Kumhrar B.O,284303,Moth,Jhansi,UTTAR PRADESH
Kurahna Alamgir B.O,285202,Kalpi,Jalaun,UTTAR PRADESH
Ladhwari B.O,284123,Lalitpur,Lalitpur,UTTAR PRADESH
Lal Kurti Bazar B.O,284001,Jhansi,Jhansi,UTTAR PRADESH
Lamsar B.O,285203,Kalpi,Jalaun,UTTAR PRADESH
Lohagarh B.O,285205,Konch,Jhansi,UTTAR PRADESH
Luhari B.O,284205,Mauranipur,Jhansi,UTTAR PRADESH
Mahauli B.O,284406,Mahroni,Lalitpur,UTTAR PRADESH
Mahewa B.O,284204,Jalaun,Jalaun,UTTAR PRADESH
Margayan B.O,285203,Kalpi,Jalaun,UTTAR PRADESH
Masgaon B.O,285202,Kalpi,Jalaun,UTTAR PRADESH
Matra B.O,285203,Kalpi,Jalaun,UTTAR PRADESH
Nadigaon S.O,285206,Konch,Jalaun,UTTAR PRADESH
Naraul B.O,285127,Madhogarh,Jalaun,UTTAR PRADESH
Natthikheda B.O,284126,Talbehat,Lalitpur,UTTAR PRADESH
Pachipuri B.O,285205,Konch,Jalaun,UTTAR PRADESH
Padhna B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Palra B.O,284205,Mauranipur,Jhansi,UTTAR PRADESH
Paniyara B.O,285205,Konch,Jalaun,UTTAR PRADESH
Paron B.O,284123,Lalitpur,Lalitpur,UTTAR PRADESH
Patauwa B.O,284403,NA,Lalitpur,UTTAR PRADESH
Pindari B.O,285201,Konch,Jalaun,UTTAR PRADESH
Rampura B.O,284203,NA,Jalaun,UTTAR PRADESH
Ranguwan B.O,284121,Jhansi,Jhansi,UTTAR PRADESH
Roni Baragaon B.O,284204,NA,Jhansi,UTTAR PRADESH
Roora Jaitia B.O,285125,Madhogarh,Jalaun,UTTAR PRADESH
Sandhi B.O,285202,Kalpi,Jalaun,UTTAR PRADESH
Sanori B.O,284126,Talbehat,Lalitpur,UTTAR PRADESH
Sarsai B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Satoh B.O,285201,Konch,Jalaun,UTTAR PRADESH
Sesha B.O,284306,NA,Jhansi,UTTAR PRADESH
Shahjahanpur B.O,285202,Kalpi,Jalaun,UTTAR PRADESH
Siaori B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Siddhisagar S.O,284403,Lalitpur ,Lalitpur,UTTAR PRADESH
Sidhpura B.O,285127,Madhogarh,Jalaun,UTTAR PRADESH
Simraha B.O,284127,Jhansi,Jhansi,UTTAR PRADESH
Simthari B.O,284301,Jhansi,Jhansi,UTTAR PRADESH
Siya Kharka B.O,284203,Garautha,Jhansi,UTTAR PRADESH
Talbehat S.O,284126,NA,Lalitpur,UTTAR PRADESH
Tikri B.O,285125,Madhogarh,Jalaun,UTTAR PRADESH
Udaipura B.O,284402,Mahroni,Lalitpur,UTTAR PRADESH
Abbotganj S.O,284003,Jhansi,Jhansi,UTTAR PRADESH
Amrokh B.O,284303,Moth,Jhansi,UTTAR PRADESH
Asta B.O,284202,Garautha,Jhansi,UTTAR PRADESH
Ata S.O,285202,Orai,Jalaun,UTTAR PRADESH
Atarehati B.O,285121,Jalaun,Jalaun,UTTAR PRADESH
Atariya B.O,284303,Moth,Jhansi,UTTAR PRADESH
Aupara B.O,284301,NA,Jhansi,UTTAR PRADESH
Ayurvedic University S.O,284003,Jhansi,Jhansi,UTTAR PRADESH
Baratakalan B.O,284121,Jhansi,Jhansi,UTTAR PRADESH
Barwasagar S.O,284201,NA,Jhansi,UTTAR PRADESH
Beri B.O,285203,NA,Jalaun,UTTAR PRADESH
Bhadari B.O,285205,NA,Jalaun,UTTAR PRADESH
Bhadarwara Khurd B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Bharsoonda B.O,285201,Konch,Jalaun,UTTAR PRADESH
Bhendi B.O,285203,Kalpi ,Jalaun,UTTAR PRADESH
Bhondi B.O,284405,Mahroni,Lalitpur,UTTAR PRADESH
Bijrautha B.O,284126,NA,Lalitpur,UTTAR PRADESH
Bonda B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Dasrara B.O,284123,Lalitpur,Lalitpur,UTTAR PRADESH
Dhagwan Kalan B.O,285201,Konch,Jalaun,UTTAR PRADESH
Dhaurra B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Dhurat B.O,285201,Konch,Jalaun,UTTAR PRADESH
Diraoti B.O,285205,NA,Jalaun,UTTAR PRADESH
Eekon B.O,285130,Madhogarh,Jalaun,UTTAR PRADESH
Gadhela B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Ghughuwa B.O,284201,NA,Jhansi,UTTAR PRADESH
Gidwaha B.O,284404,Mahroni,Lalitpur,UTTAR PRADESH
Gonti B.O,284302,Mauranipur,Jhansi,UTTAR PRADESH
Gurha B.O,285122,Orai,Jalaun,UTTAR PRADESH
Imiliya B.O,285001,Orai,Jalaun,UTTAR PRADESH
Jagammanpur S.O,285124,Jalaun,Jalaun,UTTAR PRADESH
Jakhlaun B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Jamalpur B.O,284122,Lalitpur,Lalitpur,UTTAR PRADESH
Jeeron B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Jijyawan B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Kachnadakala B.O,284403,NA,Lalitpur,UTTAR PRADESH
Kakarwai B.O,284203,Garautha,Jhansi,UTTAR PRADESH
Kakdari B.O,284126,NA,Lalitpur,UTTAR PRADESH
Kakrauwa B.O,284405,Mahroni,Lalitpur,UTTAR PRADESH
Kalpi S.O,285204,Kalpi,Jalaun,UTTAR PRADESH
Kalyanpura B.O,284122,Lalitpur,Lalitpur,UTTAR PRADESH
Karari B.O,284003,Jhansi,Jhansi,UTTAR PRADESH
Karguwan B.O,284301,Jhansi,Jhansi,UTTAR PRADESH
Kartalapur B.O,285128,Jalaun,Jalaun,UTTAR PRADESH
Katra Bazar Lalitpur S.O,284403,Lalitpur ,Lalitpur,UTTAR PRADESH
Kharauwa B.O,284303,Moth,Jhansi,UTTAR PRADESH
Kochha Bhanwar B.O,284128,Jhansi,Jhansi,UTTAR PRADESH
Kuretha B.O,284202,Garautha,Jhansi,UTTAR PRADESH
Labhera B.O,284302,Mauranipur,Jhansi,UTTAR PRADESH
Ladawra B.O,284303,Moth,Jhansi,UTTAR PRADESH
Madanwara B.O,284122,Lalitpur,Lalitpur,UTTAR PRADESH
Mauranipur S.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Miyaoon B.O,284126,NA,Lalitpur,UTTAR PRADESH
Nagra B.O,284202,Garautha,Jhansi,UTTAR PRADESH
Naria Bazar S.O,284002,Jhansi,Jhansi,UTTAR PRADESH
Patna B.O,284406,Mahroni,Lalitpur,UTTAR PRADESH
Patrahi B.O,285124,Jalaun,Jalaun,UTTAR PRADESH
Pipri Athgaiyan B.O,285130,Madhogarh,Jalaun,UTTAR PRADESH
Pura Kakdari B.O,284402,NA,Lalitpur,UTTAR PRADESH
Rampura Kirwaha B.O,285125,NA,Jhansi,UTTAR PRADESH
Ratausa B.O,284205,Mauranipur,Jhansi,UTTAR PRADESH
Ronda B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Salabad B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Sami B.O,285205,NA,Jalaun,UTTAR PRADESH
Satarwans B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Sheikhpur Ahir B.O,285125,Madhogarh,Jalaun,UTTAR PRADESH
Sihari Daoodpur B.O,285001,NA,Jalaun,UTTAR PRADESH
Silawan B.O,284405,Mahroni,Lalitpur,UTTAR PRADESH
Sirsa Kalar B.O,285130,Madhogarh,Jalaun,UTTAR PRADESH
Umariya B.O,284406,NA,Lalitpur,UTTAR PRADESH
Waoli B.O,285125,Madhogarh,Jalaun,UTTAR PRADESH
Abhedepur B.O,285130,NA,Jalaun,UTTAR PRADESH
Ahiraura B.O,284302,NA,Jhansi,UTTAR PRADESH
Alipur B.O,285203,Kalpi,Jalaun,UTTAR PRADESH
Anda B.O,285205,NA,Jalaun,UTTAR PRADESH
Arjunkhiriya B.O,284406,Mahroni,Lalitpur,UTTAR PRADESH
Badiwar Kalan B.O,284126,NA,Lalitpur,UTTAR PRADESH
Bajhera B.O,284301,Jhnsi,Jhansi,UTTAR PRADESH
Bamhori Sarr B.O,284126,Talbehat,Lalitpur,UTTAR PRADESH
Baroda Daang B.O,284123,Lalitpur,Lalitpur,UTTAR PRADESH
Baroda-bijlaun B.O,284403,NA,Lalitpur,UTTAR PRADESH
Baseeth B.O,285206,Konch,Jalaun,UTTAR PRADESH
Bastrawan B.O,284122,Lalitpur,Lalitpur,UTTAR PRADESH
Berwai B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Bhagwantpura B.O,284127,Jhansi,Jhansi,UTTAR PRADESH
Bijauli B.O,284135,Jhansi,Jhansi,UTTAR PRADESH
Bilond B.O,285124,Jalaun,Jalaun,UTTAR PRADESH
Chaki B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Chamend B.O,285205,Konch,Jalaun,UTTAR PRADESH
Chheonta B.O,284304,Moth,Jhansi,UTTAR PRADESH
Dhangol B.O,284123,Lalitpur,Lalitpur,UTTAR PRADESH
Dhawari B.O,284202,NA,Jhansi,UTTAR PRADESH
Dhawari B.O,284405,Mahroni,Lalitpur,UTTAR PRADESH
Dhurwai B.O,284206,Mauranipur,Jhansi,UTTAR PRADESH
Gora Bhoopka B.O,285128,Jalaun,Jalaun,UTTAR PRADESH
Haiwatpura B.O,284204,NA,Jhansi,UTTAR PRADESH
Harauli B.O,285126,Madhogarh,Jalaun,UTTAR PRADESH
Hardoi Guzar B.O,285001,Orai,Jalaun,UTTAR PRADESH
Jaganpura B.O,285205,Konch,Jalaun,UTTAR PRADESH
Jakhaura S.O,284124,NA,Lalitpur,UTTAR PRADESH
Jalaun S.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Jaryai B.O,284301,Jhansi,Jhansi,UTTAR PRADESH
Jaunra B.O,284303,Moth,Jhansi,UTTAR PRADESH
Kalpi R.S. B.O,285204,Kalpi ,Jalaun,UTTAR PRADESH
Karguwan Khurd B.O,284202,Garautha,Jhansi,UTTAR PRADESH
Karitoran B.O,284404,Mahroni,Lalitpur,UTTAR PRADESH
Karmai B.O,284122,Lalitpur,Lalitpur,UTTAR PRADESH
Karmer B.O,285001,Orai,Jalaun,UTTAR PRADESH
Khailar B.O,284120,Jhansi,Jhansi,UTTAR PRADESH
Khajraha Khurd B.O,284120,Jhansi,Jhansi,UTTAR PRADESH
Konch S.O (Jalaun),285205,Konch,Jalaun,UTTAR PRADESH
Kuantala B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Kudri B.O,284202,Garautha,Jhansi,UTTAR PRADESH
Kumhariya B.O,284303,Moth,Jhansi,UTTAR PRADESH
Kumheri B.O,284405,Mahroni,Lalitpur,UTTAR PRADESH
Kureecha B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Lahchura B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Lalitpur H.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Madori B.O,285128,Jalaun,Jalaun,UTTAR PRADESH
Magarpur B.O,284205,Mauranipur,Jhansi,UTTAR PRADESH
Masaura Khurd B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Mauranipur Bus Stand S.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Naikaura B.O,284405,Mahroni,Lalitpur,UTTAR PRADESH
Niwai Nibaho B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Orai Kutchery S.O,285001,Orai,Jalaun,UTTAR PRADESH
Orchha Gate B.O,284002,Jhansi,Jhansi,UTTAR PRADESH
Paah B.O,284402,Mahroni,Lalitpur,UTTAR PRADESH
Pali Pahari B.O,284419,Jhansi,Jhansi,UTTAR PRADESH
Patha B.O,284405,NA,Jhansi,UTTAR PRADESH
Pathguwan B.O,284205,Mauranipur,Jhansi,UTTAR PRADESH
Piprai B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Piprayan B.O,285202,Kalpi,Jalaun,UTTAR PRADESH
Pirona B.O,285201,Konch,Jalaun,UTTAR PRADESH
Poora Kalan B.O,284126,Talbehat,Lalitpur,UTTAR PRADESH
Premnagar S.O (Jhansi),284003,Jhansi,Jhansi,UTTAR PRADESH
Rajapur B.O,284419,Jhansi,Jhansi,UTTAR PRADESH
Ranipur S.O (Jhansi),284205,Mauranipur,Jhansi,UTTAR PRADESH
Romai Mustkil B.O,285125,Madhogarh,Jalaun,UTTAR PRADESH
Rura Sirsa B.O,285121,Jalaun,Jalaun,UTTAR PRADESH
Said Nagar B.O,285223,Konch,Jalaun,UTTAR PRADESH
Sersa B.O,284306,NA,Jhansi,UTTAR PRADESH
Serwans Khurd B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Sijari Buzurg B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Silgan B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Somai B.O,285201,Konch,Jalaun,UTTAR PRADESH
Sunaya B.O,285205,Konch,Jalaun,UTTAR PRADESH
Sunwaha B.O,284402,Mahroni,Lalitpur,UTTAR PRADESH
Sutta B.O,284202,Garautha,Jhansi,UTTAR PRADESH
Talaud B.O,284303,Moth,Jhansi,UTTAR PRADESH
Titra Khalilpur B.O,285205,Konch,Jalaun,UTTAR PRADESH
Tori B.O,284303,Moth,Jhansi,UTTAR PRADESH
Uldan B.O,284205,Mauranipur,Jhansi,UTTAR PRADESH
Akorhi B.O,285201,Konch,Jalaun,UTTAR PRADESH
Alapur B.O,284122,Lalitpur,Lalitpur,UTTAR PRADESH
Ambabai B.O,284419,Jhansi,Jhansi,UTTAR PRADESH
Amkhera B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Atagaon B.O,285121,Jalaun,Jalaun,UTTAR PRADESH
Atra Kalan B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Babina Town S.O,284401,Jhansi,Jhansi,UTTAR PRADESH
Baoni Estate S.O,285203,NA,Jalaun,UTTAR PRADESH
Barkhiriya B.O,284122,NA,Lalitpur,UTTAR PRADESH
Basobai B.O,284303,Moth,Jhansi,UTTAR PRADESH
Bhasneh B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Bhuchera B.O,284126,NA,Lalitpur,UTTAR PRADESH
Bilayan B.O,285201,Konch,Jalaun,UTTAR PRADESH
Birguwan Buzurg B.O,285201,Konch,Jalaun,UTTAR PRADESH
Burhpura B.O,284401,Jhansi,Jhansi,UTTAR PRADESH
Chilli B.O,285001,Orai,Jalaun,UTTAR PRADESH
Churara B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Damras B.O,285130,Madhogarh,Jalaun,UTTAR PRADESH
Dangarwaha B.O,284419,Jhansi,Jhansi,UTTAR PRADESH
Deoran B.O,284122,Lalitpur,Lalitpur,UTTAR PRADESH
Dhamna B.O,285126,Madhogarh,Jalaun,UTTAR PRADESH
Dhauri Sagar B.O,284404,Mahroni,Lalitpur,UTTAR PRADESH
Dhawa B.O,284404,Mahroni,Lalitpur,UTTAR PRADESH
Dumrai B.O,284203,Garautha,Jhansi,UTTAR PRADESH
Garhiagaon B.O,284003,Jhansi,Jhansi,UTTAR PRADESH
Gauna B.O,284406,Mahroni,Lalitpur,UTTAR PRADESH
Ghat Lehchura B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Gona Kushmadh B.O,284405,NA,Lalitpur,UTTAR PRADESH
Gopalpura B.O,285121,Jalaun,Jalaun,UTTAR PRADESH
Gora Rathor B.O,285125,Madhogarh,Jalaun,UTTAR PRADESH
Hasari B.O,284135,NA,Jhansi,UTTAR PRADESH
Ingui B.O,285121,Jalaun,Jalaun,UTTAR PRADESH
Isagarh B.O,284002,Jhansi,Jhansi,UTTAR PRADESH
Itayal B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Jhansi Kutchery S.O,284001,Jhansi,Jhansi,UTTAR PRADESH
Kainth B.O,285205,Konch,Jalaun,UTTAR PRADESH
Kalyanpura B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Katera B.O,284205,Mauranipur,Jhansi,UTTAR PRADESH
Khadaura B.O,284203,Garautha,Jhansi,UTTAR PRADESH
Khajraha Buzurg B.O,284120,Jhansi,Jhansi,UTTAR PRADESH
Khanua B.O,285205,Konch,Jalaun,UTTAR PRADESH
Kharra B.O,285001,Orai,Jalaun,UTTAR PRADESH
Khushipura B.O,284002,Jhansi,Jhansi,UTTAR PRADESH
Khutaila B.O,285205,Konch,Jalaun,UTTAR PRADESH
Konch Bazariya S.O,285205,Konch,Jalaun,UTTAR PRADESH
Kuagaon B.O,284402,Mahroni,Lalitpur,UTTAR PRADESH
Lahar Gird B.O,284003,Jhansi,Jhansi,UTTAR PRADESH
Lake-view-camp S.O,284125,Lalitpur,Lalitpur,UTTAR PRADESH
Lidaupur B.O,285124,Jalaun,Jalaun,UTTAR PRADESH
Madawra S.O,284404,Mahroni,Lalitpur,UTTAR PRADESH
Madora B.O,285128,Jalaun,Jalaun,UTTAR PRADESH
Mai B.O,285124,Jalaun,Jalaun,UTTAR PRADESH
Mainwara B.O,284124,Lalitpur,Lalitpur,UTTAR PRADESH
Mathurapura B.O,284120,Jhansi,Jhansi,UTTAR PRADESH
Mohammedabad B.O,285122,Orai,Jalaun,UTTAR PRADESH
Nanaura B.O,284124,Lalitpur,Lalitpur,UTTAR PRADESH
Naoli B.O,285121,Jalaun,Jalaun,UTTAR PRADESH
Navin Mandi Konch S.O,285205,Konch,Jalaun,UTTAR PRADESH
Nawar B.O,285129,Madhogarh,Jalaun,UTTAR PRADESH
Nibahna B.O,285204,Kalpi,Jalaun,UTTAR PRADESH
Pali B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Parasan B.O,285202,Kalpi,Jalaun,UTTAR PRADESH
Parwatpura B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Pipri Gaharwar B.O,285125,Madhogarh,Jalaun,UTTAR PRADESH
Poonchh S.O,284306,NA,Jhansi,UTTAR PRADESH
Pulia B.O,284303,Moth,Jhansi,UTTAR PRADESH
Rajwara B.O,284403,Lalitpur,Lalitpur,UTTAR PRADESH
Rakh Panchampur B.O,284124,NA,Lalitpur,UTTAR PRADESH
Rath Road Orai S.O,285001,Orai,Jalaun,UTTAR PRADESH
Rewan B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Rora Bhatpura B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Sadhumar B.O,284404,Mahroni,Lalitpur,UTTAR PRADESH
Salaiyya Buzurg B.O,285205,Konch,Jalaun,UTTAR PRADESH
Samthar S.O,284304,NA,Jhansi,UTTAR PRADESH
Sarawan B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Sarsenda B.O,284202,NA,Jhansi,UTTAR PRADESH
Shahjahanpur B.O,284303,Moth,Jhansi,UTTAR PRADESH
Sipri Bazar S.O,284003,Jhansi,Jhansi,UTTAR PRADESH
Siron Kalan B.O,284124,Lalitpur,Lalitpur,UTTAR PRADESH
Subhashganj S.O,284002,Jhansi,Jhansi,UTTAR PRADESH
Teehar B.O,285127,Madhogarh,Jalaun,UTTAR PRADESH
Toomra B.O,285205,Konch,Jalaun,UTTAR PRADESH
Udanpur B.O,285203,Kalpi,Jalaun,UTTAR PRADESH
Umri S.O (Jalaun),285129,NA,Jalaun,UTTAR PRADESH
33 Bn. Pac Jhansi S.O,284135,Jhansi,Jhansi,UTTAR PRADESH
Aivani B.O,284204,NA,Jhansi,UTTAR PRADESH
Amanpura-war B.O,284205,Mauranipur,Jhansi,UTTAR PRADESH
Atariya B.O,285123,Jalaun,Jalaun,UTTAR PRADESH
Bachhraoni B.O,284123,Lalitpur,Lalitpur,UTTAR PRADESH
Bamhori B.O,284204,Mauranipur,Jhansi,UTTAR PRADESH
Bangawan Kalan B.O,284136,NA,Lalitpur,UTTAR PRADESH
Bangra B.O,284205,Mauranipur,Jhansi,UTTAR PRADESH
Baragaon B.O,285001,NA,Jalaun,UTTAR PRADESH
Baroda Swami B.O,284124,Lalitpur ,Lalitpur,UTTAR PRADESH
BHEL S.O (Jhansi),284120,Jhansi,Jhansi,UTTAR PRADESH
Bhend B.O,285205,Konch,Jalaun,UTTAR PRADESH
Bhojala B.O,284002,Jhansi,Jhansi,UTTAR PRADESH
